shortName,symbol,fullExchangeName,dividendDate,trailingAnnualDividendRate,trailingAnnualDividendYield
"Reinsurance Group of America, I",RZC,NYSE,2023-04-16 19:00:00,,
Invesco S&P Smallcap 600 Pure G,RZG,NYSEArca,,,
"Rezolute, Inc.",RZLT,NasdaqCM,2020-10-12 19:00:00,0.0,0.0
Invesco S&P Smallcap 600 Pure V,RZV,NYSEArca,,,
"SentinelOne, Inc.",S,NYSE,,0.0,0.0
"Seabridge Gold, Inc.",SA,NYSE,,0.0,0.0
ProShares Ultra SmallCap600,SAA,NYSEArca,,,
Sabre Corporation,SABR,NasdaqGS,2020-03-29 19:00:00,0.0,0.0
Sabre Corporation - 6.50% Serie,SABRP,NasdaqGS,2023-02-28 18:00:00,0.0,0.0
"SAB Biotherapeutics, Inc.",SABS,NasdaqGM,,0.0,0.0
,SABSW,NasdaqGM,,,
Sachem Capital Corp. 6.875% Not,SACC,NYSE American,2022-06-29 19:00:00,,
Sachem Capital Corp.,SACH,NYSE American,2023-01-09 18:00:00,0.51,0.14999999
Schwab Strategic Trust Schwab A,SAEF,NYSEArca,,,
Safehold Inc.,SAFE,NYSE,2023-01-12 18:00:00,0.701,0.024097627
"Safety Insurance Group, Inc.",SAFT,NasdaqGS,2023-03-14 19:00:00,3.6,0.04915347
Sagaliam Acquisition Corp.,SAGA,NasdaqGM,,0.0,0.0
Sagaliam Acquisition Corp.,SAGAR,NasdaqGM,,0.0,0.0
Sagaliam Acquisition Corp.,SAGAU,NasdaqGM,,0.0,0.0
"Sage Therapeutics, Inc.",SAGE,NasdaqGM,,0.0,0.0
The Advisors' Inner Circle Fund,SAGP,NYSEArca,,,
"Sonic Automotive, Inc.",SAH,NYSE,2023-04-13 19:00:00,1.03,0.019857336
SAI.TECH Global Corporation,SAI,NasdaqCM,,0.0,0.0
"Saia, Inc.",SAIA,NasdaqGS,,0.0,0.0
SCIENCE APPLICATIONS INTERNATIO,SAIC,NYSE,2023-01-26 18:00:00,1.48,0.014244466
,SAITW,NasdaqGM,,0.0,0.0
Saratoga Investment Corp 8.00% ,SAJ,NYSE,2023-05-30 19:00:00,,
"Salisbury Bancorp, Inc.",SAL,NasdaqCM,2023-02-23 18:00:00,0.64,0.025406906
"Salem Media Group, Inc.",SALM,NasdaqGM,2020-03-30 19:00:00,0.0,0.0
"Boston Beer Company, Inc. (The)",SAM,NYSE,,0.0,0.0
Schultze Special Purpose Acquis,SAMA,NasdaqGM,,0.0,0.0
Schultze Special Purpose Acquis,SAMAU,NasdaqGM,,0.0,0.0
Schultze Special Purpose Acquisition Corp. II Warrant,SAMAW,NasdaqGM,,,
Silvercrest Asset Management Gr,SAMG,NasdaqGM,2023-03-16 19:00:00,0.0,0.0
The Advisors' Inner Circle Fund,SAMT,NYSEArca,,,
"Banco Santander, S.A. Sponsored",SAN,NYSE,2023-05-04 19:00:00,0.118,0.034502923
"Sana Biotechnology, Inc.",SANA,NasdaqGS,,0.0,0.0
Sandstorm Gold Ltd.,SAND,NYSE,2023-01-26 18:00:00,0.059,0.011132075
Series Portfolios Trust Subvers,SANE,BATS,,0.0,0.0
Sangoma Technologies Corporatio,SANG,NasdaqGS,,0.0,0.0
Sanmina Corporation,SANM,NasdaqGS,,0.0,0.0
S&W Seed Company,SANW,NasdaqCM,,0.0,0.0
SAP  SE,SAP,NYSE,2022-05-30 19:00:00,2.05,0.017733565
Saratoga Investment Corp New,SAR,NYSE,2023-03-29 19:00:00,2.28,0.09363449
AXS Short Innovation Daily ETF,SARK,NasdaqGM,,,
"Sigma Additive Solutions, Inc.",SASI,NasdaqCM,2020-02-27 18:00:00,0.0,0.0
"Sandy Spring Bancorp, Inc.",SASR,NasdaqGS,2023-02-14 18:00:00,1.36,0.049026676
Saratoga Investment Corp 6.00% ,SAT,NYSE,2023-02-27 18:00:00,,
Satellogic Inc.,SATL,NasdaqCM,,0.0,0.0
CF Acquisition Corp. V,SATLW,NasdaqGM,,0.0,0.0
Invesco Alerian Galaxy Crypto E,SATO,BATS,,,
EchoStar Corporation,SATS,NasdaqGS,,0.0,0.0
SatixFy Communications Ltd.,SATX,NYSE American,,0.0,0.0
"Cassava Sciences, Inc.",SAVA,NasdaqCM,2017-05-09 19:00:00,0.0,0.0
"Spirit Airlines, Inc.",SAVE,NYSE,2023-02-27 18:00:00,0.0,0.0
LifeGoal Conservative Wealth Bu,SAVN,NYSEArca,,,
Saratoga Investment Corp 8.125%,SAY,NYSE,2023-05-30 19:00:00,,
"Safe Bulkers, Inc",SB,NYSE,2023-03-16 19:00:00,0.2,0.057803467
SBA Communications Corporation,SBAC,NasdaqGS,2023-03-23 19:00:00,2.84,0.011078603
ProShares Short SmallCap600,SBB,NYSEArca,,,
Scorpio Tankers Inc. 7.00% Seni,SBBA,NYSE,2023-03-29 19:00:00,,
Seacoast Banking Corporation of,SBCF,NasdaqGS,2023-03-30 19:00:00,0.64,0.025764894
SharpLink Gaming Ltd.,SBET,NasdaqCM,2017-09-05 19:00:00,0.0,0.0
"Splash Beverage Group, Inc. (NV",SBEV,NYSE American,,0.0,0.0
"SB Financial Group, Inc.",SBFG,NasdaqCM,2023-02-23 18:00:00,0.48,0.034833092
Sunshine Biopharma Inc.,SBFM,NasdaqCM,2020-04-05 19:00:00,0.0,0.0
Sunshine Biopharma Inc. warrant,SBFMW,NasdaqGS,,0.0,0.0
"Sinclair Broadcast Group, Inc.",SBGI,NasdaqGS,2023-03-16 19:00:00,1.0,0.07241129
"Sally Beauty Holdings, Inc. (Na",SBH,NYSE,,0.0,0.0
Western Asset Intermediate Muni,SBI,NYSE,2019-02-28 18:00:00,0.282,0.035809524
"SpringBig Holdings, Inc.",SBIG,NasdaqGM,,0.0,0.0
,SBIGW,NasdaqGM,,0.0,0.0
ALPS Medical Breakthroughs ETF,SBIO,NYSEArca,,0.0,0.0
Star Bulk Carriers Corp.,SBLK,NasdaqGS,2023-03-13 19:00:00,5.1,0.24147727
Columbia Short Duration Bond ET,SBND,NYSEArca,,0.0,0.0
Signature Bank,SBNY,NasdaqGS,2023-02-09 18:00:00,2.24,0.032
Signature Bank - Depositary sha,SBNYP,NasdaqGS,2023-03-29 19:00:00,2.24,0.1882353
"SilverBow Resorces, Inc.",SBOW,NYSE,,0.0,0.0
Sabine Royalty Trust,SBR,NYSE,2023-03-28 19:00:00,8.654,0.13149978
"Sabra Health Care REIT, Inc.",SBRA,NasdaqGS,2023-02-27 18:00:00,1.2,0.105726875
Companhia de saneamento Basico ,SBS,NYSE,2022-07-06 19:00:00,0.943,0.09364449
"Southside Bancshares, Inc.",SBSI,NasdaqGS,2023-03-01 18:00:00,1.36,0.039917815
D/B/A Sibanye-Stillwater Limite,SBSW,NYSE,2023-04-05 19:00:00,2.6,0.31630167
"Sterling Bancorp, Inc.",SBT,NasdaqCM,2020-02-27 18:00:00,0.0,0.0
Starbucks Corporation,SBUX,NasdaqGS,2023-02-23 18:00:00,2.04,0.020535534
Stratim Cloud Acquisition Corp.,SCAQ,NasdaqCM,,0.0,0.0
Stratim Cloud Acquisition Corp.,SCAQU,NasdaqCM,,0.0,0.0
Stratim Cloud Acquisition Corp. Warrant,SCAQW,NasdaqCM,,,
ProShares UltraShort Consumer S,SCC,NYSEArca,,,
Sachem Capital Corp. 7.125% Not,SCCB,NYSE American,2021-03-29 19:00:00,,
Sachem Capital Corp. 7.75% Note,SCCC,NYSE American,2022-06-29 19:00:00,,
Sachem Capital Corp. 6.00% Note,SCCD,NYSE American,2022-06-29 19:00:00,,
Sachem Capital Corp. 6.00% Note,SCCE,NYSE American,2022-09-29 19:00:00,,
Sachem Capital Corp. 7.125% Not,SCCF,NYSE American,2023-03-29 19:00:00,,
Sachem Capital Corp. 8.00% Note,SCCG,NYSE American,2023-03-29 19:00:00,,
Southern Copper Corporation,SCCO,NYSE,2023-02-28 18:00:00,3.5,0.051425215
LMP Capital and Income Fund Inc,SCD,NYSE,2018-12-30 18:00:00,1.04,0.08957795
ETRACS 2x Leveraged US Dividend,SCDL,NYSEArca,,,
Schwab U.S. Small-Cap ETF,SCHA,NYSEArca,,,
Schwab U.S. Broad Market ETF,SCHB,NYSEArca,,,
Schwab International Small-Cap ,SCHC,NYSEArca,,,
Schwab US Dividend Equity ETF,SCHD,NYSEArca,,0.0,0.0
Schwab Emerging Markets Equity ,SCHE,NYSEArca,,0.0,0.0
Schwab International Equity ETF,SCHF,NYSEArca,,0.0,0.0
Schwab U.S. Large-Cap Growth ET,SCHG,NYSEArca,,0.0,0.0
Schwab U.S. REIT ETF,SCHH,NYSEArca,,0.0,0.0
Schwab 5-10 Year Corporate Bond,SCHI,NYSEArca,,,
Schwab 1-5 Year Corporate Bond ,SCHJ,NYSEArca,,,
Schwab 1000 Index ETF,SCHK,NYSEArca,,0.0,0.0
Scholastic Corporation,SCHL,NasdaqGS,2023-03-14 19:00:00,0.7,0.016750418
Schwab U.S. Mid Cap ETF,SCHM,NYSEArca,,,
"Schnitzer Steel Industries, Inc",SCHN,NasdaqGS,2023-02-13 18:00:00,0.75,0.026278906
Schwab Short-Term U.S. Treasury,SCHO,NYSEArca,,0.0,0.0
Schwab U.S. TIPs ETF,SCHP,NYSEArca,,,
Schwab Long-Term U.S. Treasury ,SCHQ,NYSEArca,,,
Schwab Intermediate-Term U.S. T,SCHR,NYSEArca,,,
Schwab U.S. Large-Cap Value ETF,SCHV,NYSEArca,,,
Charles Schwab Corporation (The,SCHW,NYSE,2023-02-23 18:00:00,0.84,0.014105793
Schwab U.S. Large-Cap ETF,SCHX,NYSEArca,,,
Schwab International Dividend E,SCHY,NYSEArca,,,
Schwab US Aggregate Bond ETF,SCHZ,NYSEArca,,,
Service Corporation Internation,SCI,NYSE,2023-03-30 19:00:00,1.02,0.015591563
iShares MSCI Japan Sm Cap,SCJ,NYSEArca,,0.0,0.0
"Socket Mobile, Inc.",SCKT,NasdaqCM,,0.0,0.0
Stepan Company,SCL,NYSE,2023-03-14 19:00:00,1.37,0.014270834
Scilex Holding Company,SCLX,NasdaqCM,,0.0,0.0
,SCLXW,NasdaqGM,,0.0,0.0
Stellus Capital Investment Corp,SCM,NYSE,2023-04-13 19:00:00,1.12,0.08
Seaport Calibre Materials Acquisition Corp. Warrant,SCMAW,NasdaqGM,,,
Schwab Strategic Trust Schwab M,SCMB,NYSEArca,,0.0,0.0
ProShares UltraShort Bloomberg ,SCO,NYSEArca,,,
"comScore, Inc.",SCOR,NasdaqGS,,0.0,0.0
scPharmaceuticals Inc.,SCPH,NasdaqGS,,0.0,0.0
SciPlay Corporation,SCPL,NasdaqGS,,0.0,0.0
Janus Henderson Sustainable Cor,SCRD,NYSEArca,,,
Screaming Eagle Acquisition Cor,SCRM,NasdaqGM,,0.0,0.0
Screaming Eagle Acquisition Cor,SCRMU,NasdaqGM,,0.0,0.0
Screaming Eagle Acquisition Cor,SCRMW,NasdaqGS,,0.0,0.0
Steelcase Inc.,SCS,NYSE,2023-01-12 18:00:00,0.535,0.074305564
"ScanSource, Inc.",SCSC,NasdaqGS,,0.0,0.0
"Societal CDMO, Inc.",SCTL,NasdaqCM,,0.0,0.0
"Sculptor Capital Management, In",SCU,NYSE,2023-03-20 19:00:00,0.45,0.051546395
Sculptor Acquisition Corp I,SCUA,NYSE,,0.0,0.0
,SCUA-WS,,,,
"Shoe Carnival, Inc.",SCVL,NasdaqGS,2023-01-22 18:00:00,0.34,0.013793103
374Water Inc.,SCWO,NasdaqCM,,0.0,0.0
SecureWorks Corp.,SCWX,NasdaqGS,,0.0,0.0
L.S. Starrett Company (The),SCX,NYSE,2017-12-28 18:00:00,0.0,0.0
"SCYNEXIS, Inc.",SCYX,NasdaqGM,2020-07-16 19:00:00,0.0,0.0
iShares MSCI EAFE Small-Cap ETF,SCZ,NasdaqGM,2018-06-24 19:00:00,0.0,0.0
"SandRidge Energy, Inc.",SD,NYSE,,0.0,0.0
Sustainable Development Acquisi,SDAC,NasdaqCM,,0.0,0.0
Sustainable Development Acquisi,SDACU,NasdaqCM,,0.0,0.0
Sustainable Development Acquisi,SDACW,NasdaqCM,,,
"SmileDirectClub, Inc.",SDC,NasdaqGS,,0.0,0.0
USCF SummerHaven Dynamic Commod,SDCI,NYSEArca,2018-06-28 19:00:00,,
ProShares UltraShort SmallCap60,SDD,NYSEArca,,,
Sound Enhanced Fixed Income ETF,SDEF,NYSEArca,,,
Sound Equity Income ETF,SDEI,NYSEArca,,,
Global X MSCI SuperDividend Eme,SDEM,NYSEArca,,,
iShares MSCI Global Sustainable,SDG,NasdaqGM,2018-06-24 19:00:00,,
"Schrodinger, Inc.",SDGR,NasdaqGS,,0.0,0.0
,SDHY,NYSE,,0.0,0.0
"Stronghold Digital Mining, Inc.",SDIG,NasdaqGM,,0.0,0.0
Global X SuperDividend ETF,SDIV,NYSEArca,,0.0,0.0
ALPS Sector Dividend Dogs ETF,SDOG,NYSEArca,,,
UltraPro Short Dow30,SDOW,NYSEArca,2019-03-26 19:00:00,,
ProShares UltraShort Utilities,SDP,NYSEArca,,,
"Superior Drilling Products, Inc",SDPI,NYSE American,,0.0,0.0
Seadrill Limited,SDRL,NYSE,,0.0,0.0
ProShares UltraShort S&P500,SDS,NYSEArca,,,
American Century Short Duration,SDSI,NasdaqGM,,0.0,0.0
First Trust SMID Cap Rising Div,SDVY,NasdaqGM,,,
SPDR S&P Dividend ETF,SDY,NYSEArca,,0.0,0.0
Sea Limited,SE,NYSE,2017-02-28 18:00:00,0.0,0.0
ETF Series Solutions U.S. Globa,SEA,NYSEArca,,,
"SeaChange International, Inc.",SEAC,NasdaqCM,,0.0,0.0
"SeaWorld Entertainment, Inc.",SEAS,NYSE,2016-10-06 19:00:00,0.0,0.0
Vivid Seats Inc.,SEAT,NasdaqGS,2021-11-01 19:00:00,0.0,0.0
Seaboard Corporation,SEB,NYSE American,2023-03-05 18:00:00,9.0,0.0023979347
Tidal ETF Trust II Senior Secur,SECD,NYSEArca,,0.0,0.0
Secoo Holding Limited,SECO,NasdaqCM,,0.0,0.0
Northern Lights Fund Trust IV M,SECT,BATS,2018-07-01 19:00:00,,
SDCL EDGE Acquisition Corporati,SEDA,NYSE,,0.0,0.0
,SEDA-WS,,,,
"SolarEdge Technologies, Inc.",SEDG,NasdaqGS,,0.0,0.0
Sealed Air Corporation,SEE,NYSE,2023-03-23 19:00:00,0.8,0.01786911
Origin Agritech Limited,SEED,NasdaqCM,2018-07-09 19:00:00,0.0,0.0
"Seelos Therapeutics, Inc.",SEEL,NasdaqCM,2019-01-23 18:00:00,0.0,0.0
"Seer, Inc.",SEER,NasdaqGS,,0.0,0.0
ProShares Short Financials,SEF,NYSEArca,,,
SEI Investments Company,SEIC,NasdaqGS,2023-01-04 18:00:00,0.83,0.015019906
SEI EXCHANGE TRADED FDS SEI Enh,SEIM,BATS,,0.0,0.0
SEI EXCHANGE TRADED FDS SEI Enh,SEIQ,BATS,,0.0,0.0
SEI EXCHANGE TRADED FDS SEI Enh,SEIV,BATS,,0.0,0.0
Virtus Seix Senior Loan ETF,SEIX,NYSEArca,,,
"Selecta Biosciences, Inc.",SELB,NasdaqGM,,0.0,0.0
"Global Self Storage, Inc.",SELF,NasdaqCM,2023-03-30 19:00:00,0.268,0.052241717
SEI EXCHANGE TRADED FDS SEI Enh,SELV,BATS,,0.0,0.0
Select Medical Holdings Corpora,SEM,NYSE,2023-03-14 19:00:00,0.5,0.019960081
Columbia ETF Trust I Columbia S,SEMI,NYSEArca,,0.0,0.0
"SEMrush Holdings, Inc.",SEMR,NYSE,,0.0,0.0
Seneca Foods Corp.,SENEA,NasdaqGS,,0.0,0.0
Seneca Foods Corp.,SENEB,NasdaqGS,,0.0,0.0
"Senseonics Holdings, Inc.",SENS,NYSE American,,0.0,0.0
AdvisorShares Alpha DNA Equity ,SENT,NYSEArca,,,
SEP Acquisition Corp,SEPA,NasdaqCM,,0.0,0.0
SEP Acquisition Corp,SEPAU,NasdaqCM,,0.0,0.0
,SEPAW,NasdaqGM,,0.0,0.0
Listed Funds Trust TrueShares S,SEPZ,BATS,,,
"Sera Prognostics, Inc.",SERA,NasdaqGM,,0.0,0.0
SES AI Corporation,SES,NYSE,,0.0,0.0
,SES-WS,,,,
Sprott ESG Gold ETF,SESG,NYSEArca,,0.0,0.0
Sprott Energy Transition Materi,SETM,NasdaqGM,,0.0,0.0
Sono Group N.V.,SEV,NasdaqGM,,0.0,0.0
Seven Hills Realty Trust,SEVN,NasdaqCM,2023-02-15 18:00:00,1.1,0.10805501
Stifel Financial Corporation,SF,NYSE,2023-03-14 19:00:00,1.2,0.021455392
Stifel Financial Corporation 5.,SFB,NYSE,2019-04-14 19:00:00,,
"Sound Financial Bancorp, Inc.",SFBC,NasdaqCM,2023-02-22 18:00:00,0.68,0.018162394
"ServisFirst Bancshares, Inc.",SFBS,NYSE,2023-01-05 18:00:00,0.97,0.01684028
"Safeguard Scientifics, Inc.",SFE,NasdaqCM,2019-12-29 18:00:00,0.0,0.0
WisdomTree U.S. Short Term Corp,SFIG,BATS,,,
"Stitch Fix, Inc.",SFIX,NasdaqGS,,0.0,0.0
SFL Corporation Ltd,SFL,NYSE,2023-03-29 19:00:00,0.91,0.09880565
Innovator ETFs Trust Innovator ,SFLR,NYSEArca,,,
"Sprouts Farmers Market, Inc.",SFM,NasdaqGS,,0.0,0.0
Simmons First National Corporat,SFNC,NasdaqGS,2023-04-02 19:00:00,0.76,0.040576614
"Appreciate Holdings, Inc.",SFR,NasdaqGM,,0.0,0.0
,SFRWW,NasdaqGM,,0.0,0.0
"Southern First Bancshares, Inc.",SFST,NasdaqGM,,0.0,0.0
"Shift Technologies, Inc.",SFT,NasdaqCM,,0.0,0.0
SoFi Select 500 ETF,SFY,NYSEArca,,,
SoFi Social 50 ETF,SFYF,NYSEArca,,,
SoFi Next 500 ETF,SFYX,NYSEArca,,,
"Sweetgreen, Inc.",SG,NYSE,,0.0,0.0
"Saga Communications, Inc.",SGA,NasdaqGM,2023-04-06 19:00:00,0.86,0.03637902
Safe & Green Holdings Corp.,SGBX,NasdaqCM,2020-02-05 18:00:00,0.0,0.0
"Superior Group of Companies, In",SGC,NasdaqGM,2023-02-27 18:00:00,0.52,0.05300713
Sprott Junior Gold Miners ETF,SGDJ,NYSEArca,,0.0,0.0
Sprott Gold Miners ETF,SGDM,NYSEArca,,,
Seagen Inc.,SGEN,NasdaqGS,,0.0,0.0
"Signify Health, Inc.",SGFY,NYSE,,0.0,0.0
iPathA Series B Bloomberg Sugar,SGG,NYSEArca,,,
"SMART Global Holdings, Inc.",SGH,NasdaqGS,,0.0,0.0
Super Group (SGHC) Limited,SGHC,NYSE,,0.0,0.0
Signal Hill Acquisition Corp.,SGHL,NasdaqGM,,0.0,0.0
Signal Hill Acquisition Corp.,SGHLU,NasdaqGM,,0.0,0.0
,SGHLW,NasdaqGM,,0.0,0.0
"Sight Sciences, Inc.",SGHT,NasdaqGS,,0.0,0.0
Seaport Global Acquisition II C,SGII,NasdaqGM,,0.0,0.0
Seaport Global Acquisition II C,SGIIU,NasdaqGM,,0.0,0.0
Seaport Global Acquisition II Corp. Warrants,SGIIW,NasdaqGM,,,
Singularity Future Technology L,SGLY,NasdaqCM,2020-07-06 19:00:00,0.0,0.0
"SigmaTron International, Inc.",SGMA,NasdaqCM,,0.0,0.0
Sigma Lithium Corporation,SGML,NasdaqCM,,0.0,0.0
"Sangamo Therapeutics, Inc.",SGMO,NasdaqGS,,0.0,0.0
abrdn Physical Gold Shares ETF,SGOL,NYSEArca,,0.0,0.0
iShares 0-3 Month Treasury Bond,SGOV,NYSEArca,,,
"SPAR Group, Inc.",SGRP,NasdaqCM,,0.0,0.0
"Surgery Partners, Inc.",SGRY,NasdaqGS,,0.0,0.0
"Sigilon Therapeutics, Inc.",SGTX,NasdaqGS,,0.0,0.0
Star Group L.P.,SGU,NYSE,2023-01-30 18:00:00,0.61,0.04939271
ProShares Short S&P500,SH,NYSEArca,,0.0,0.0
WisdomTree Yield Enhanced U.S. ,SHAG,BATS,,,
"Shake Shack, Inc.",SHAK,NYSE,,0.0,0.0
Spree Acquisition Corp. 1 Limit,SHAP,NYSE,,0.0,0.0
,SHAP-WS,,,,
Shore Bancshares Inc,SHBI,NasdaqGS,2023-02-27 18:00:00,0.48,0.03285421
Sotera Health Company,SHC,NasdaqGS,,0.0,0.0
"Sharecare, Inc.",SHCR,NasdaqGS,,0.0,0.0
,SHCRW,NasdaqGS,,,
Trust For Advised Portfolios So,SHDG,BATS,,,
SPDR MSCI USA Gender Diversity ,SHE,NYSEArca,,,
Royal Dutch Shell PLC,SHEL,NYSE,2023-03-26 19:00:00,1.038,0.018685868
Shenandoah Telecommunications C,SHEN,NasdaqGS,2022-11-30 18:00:00,0.08,0.0042127436
"SHF Holdings, Inc.",SHFS,NasdaqCM,,0.0,0.0
,SHFSW,NasdaqGM,,0.0,0.0
Shinhan Financial Group Co Ltd,SHG,NYSE,2022-09-01 19:00:00,2065.0,78.42765
Seanergy Maritime Holdings Corp,SHIP,NasdaqCM,2023-01-29 18:00:00,0.0,0.0
"Shoals Technologies Group, Inc.",SHLS,NasdaqGM,,0.0,0.0
SPDR Nuveen Bloomberg Short Ter,SHM,NYSEArca,,,
Bank Of Montreal MicroSectors G,SHNY,NYSEArca,,,
"Sunstone Hotel Investors, Inc. ",SHO,NYSE,2023-04-16 19:00:00,0.1,0.0102459015
EA Series Trust Strive U.S. Sem,SHOC,NYSEArca,,0.0,0.0
"Steven Madden, Ltd.",SHOO,NasdaqGS,2023-03-23 19:00:00,0.84,0.02421447
Shopify Inc.,SHOP,NYSE,,0.0,0.0
Shuttle Pharmaceuticals Holding,SHPH,NasdaqCM,,0.0,0.0
Pacer Funds Pacer Industrials a,SHPP,NYSEArca,,0.0,0.0
"Shapeways Holdings, Inc.",SHPW,NYSE,,0.0,0.0
SHUAA Partners Acquisition Corp,SHUA,NasdaqGM,,0.0,0.0
SHUAA Partners Acquisition Corp,SHUAU,NasdaqGM,,0.0,0.0
,SHUAW,NasdaqGM,,0.0,0.0
Syntax Stratified U.S. Total Ma,SHUS,NYSEArca,,,
iShares Short Treasury Bond ETF,SHV,NasdaqGM,2018-04-05 19:00:00,0.0,0.0
Sherwin-Williams Company (The),SHW,NYSE,2023-03-09 18:00:00,2.4,0.011082891
iShares 1-3 Year Treasury Bond ,SHY,NasdaqGM,,0.313,0.003808249
VanEck ETF Trust VanEck Short H,SHYD,BATS,,,
"The Shyft Group, Inc.",SHYF,NasdaqGS,2023-03-16 19:00:00,0.2,0.008406893
iShares 0-5 Year High Yield Cor,SHYG,NYSEArca,,0.0,0.0
Xtrackers Short Duration High Y,SHYL,NYSEArca,,,
Silvergate Capital Corporation,SI,NYSE,,0.0,0.0
"SI-BONE, Inc.",SIBN,NasdaqGM,,0.0,0.0
Companhia Siderurgica Nacional ,SID,NYSE,2022-12-08 18:00:00,0.0,0.0
"Sidus Space, Inc.",SIDU,NasdaqCM,,0.0,0.0
Siebert Financial Corp.,SIEB,NasdaqCM,2016-10-23 19:00:00,0.0,0.0
"Sientra, Inc.",SIEN,NasdaqGS,,0.0,0.0
"SIFCO Industries, Inc.",SIF,NYSE American,2014-11-19 18:00:00,0.0,0.0
Harbor Scientific Alpha Income ,SIFI,NYSEArca,,,
Sify Technologies Limited - Ame,SIFY,NasdaqCM,2019-07-15 19:00:00,0.0,0.0
Signet Jewelers Limited,SIG,NYSE,2023-02-23 18:00:00,0.78,0.011490867
SIGA Technologies Inc.,SIGA,NasdaqGM,2022-06-01 19:00:00,0.0,0.0
"Selective Insurance Group, Inc.",SIGI,NasdaqGS,2023-02-28 18:00:00,1.14,0.012351029
"Selective Insurance Group, Inc.",SIGIP,NasdaqGS,2023-03-14 19:00:00,1.14,0.06581986
Harbor Scientific Alpha High-Yi,SIHY,NYSEArca,,,
Sprott Inc.,SII,NYSE,2023-03-20 19:00:00,1.0,0.02871088
ProShares UltraShort Industrial,SIJ,NYSEArca,,,
Global X Silver Miners ETF,SIL,NYSEArca,,0.0,0.0
Silicom Ltd,SILC,NasdaqGS,2017-04-04 19:00:00,0.0,0.0
ETFMG Prime Junior Silver Miner,SILJ,NYSEArca,,,
"Silk Road Medical, Inc.",SILK,NasdaqGS,,0.0,0.0
"Silo Pharma, Inc.",SILO,NasdaqCM,,0.0,0.0
SilverCrest Metals Inc.,SILV,NYSE American,,0.0,0.0
ETFMG Prime 2X Daily Junior Sil,SILX,NYSEArca,,,
"Grupo Simec, S.A.B. de C.V.",SIM,NYSE American,2020-03-19 19:00:00,0.0,0.0
Silicon Motion Technology Corpo,SIMO,NasdaqGS,2022-08-24 19:00:00,0.0,0.0
SPDR S&P Kensho Intelligent Str,SIMS,NYSEArca,,,
"SiNtx Technologies, Inc.",SINT,NasdaqCM,2019-07-28 19:00:00,0.0,0.0
Touchstone ETF Trust Touchstone,SIO,NYSEArca,,,
Sio Gene Therapies Inc.,SIOX,NasdaqCM,2019-05-07 19:00:00,0.0,0.0
Sisecam Resources LP,SIRE,NYSE,2023-02-22 18:00:00,2.0,0.07968128
Sirius XM Holdings Inc.,SIRI,NasdaqGS,2023-02-23 18:00:00,0.09,0.024725275
"Shineco, Inc.",SISI,NasdaqCM,2020-08-16 19:00:00,0.0,0.0
SITE Centers Corp.,SITC,NYSE,2023-04-05 19:00:00,0.52,0.042483658
"SiteOne Landscape Supply, Inc.",SITE,NYSE,,0.0,0.0
SiTime Corporation,SITM,NasdaqGM,,0.0,0.0
SVB Financial Group,SIVB,NasdaqGS,,0.0,0.0
SVB Financial Group - Depositar,SIVBP,NasdaqGS,2023-02-14 18:00:00,0.0,0.0
abrdn Physical Silver Shares ET,SIVR,NYSEArca,,0.0,0.0
Six Flags Entertainment Corpora,SIX,NYSE,2020-03-10 19:00:00,0.0,0.0
ETC 6 Meridian Mega Cap Equity ,SIXA,NYSEArca,,,
ETC 6 Meridian Hedged Equity In,SIXH,NYSEArca,,,
AIM ETF Products Trust AllianzI,SIXJ,NYSEArca,,,
ETC 6 Meridian Low Beta Equity ,SIXL,NYSEArca,,,
AllianzIM U.S. Large Cap 6 Mont,SIXO,NYSEArca,,,
ETC 6 Meridian Small Cap Equity,SIXS,NYSEArca,,,
iShares MSCI USA Size Factor ET,SIZE,NYSEArca,,,
Scienjoy Holding Corporation,SJ,NasdaqCM,,0.0,0.0
ProShares Short High Yield,SJB,NYSEArca,,,
Northern Lights Fund Trust IV I,SJIM,BATS,,0.0,0.0
J.M. Smucker Company (The) New,SJM,NYSE,2023-02-28 18:00:00,4.05,0.026375774
SPDR Bloomberg Short Term High ,SJNK,NYSEArca,,0.0,0.0
Shaw Communications Inc.,SJR,NYSE,2023-03-29 19:00:00,1.185,0.04168132
San Juan Basin Royalty Trust,SJT,NYSE,2023-03-13 19:00:00,1.377,0.13593286
SJW Group,SJW,NYSE,2023-02-28 18:00:00,1.44,0.018858042
Skeena Resources Limited,SKE,NYSE,2017-10-19 19:00:00,0.0,0.0
ProShares UltraShort Financials,SKF,NYSEArca,,,
SK Growth Opportunities Corpora,SKGR,NasdaqGM,,0.0,0.0
SK Growth Opportunities Corpora,SKGRU,NasdaqGM,,0.0,0.0
,SKGRW,NasdaqGM,,0.0,0.0
Skillsoft Corp.,SKIL,NYSE,,0.0,0.0
The Beauty Health Company,SKIN,NasdaqCM,,0.0,0.0
Skillz Inc.,SKLZ,NYSE,,0.0,0.0
"SK Telecom Co., Ltd.",SKM,NYSE,2022-08-23 19:00:00,3320.0,165.25635
FlexShares Credit-Scored US Cor,SKOR,NasdaqGM,2017-06-06 19:00:00,,
"Tanger Factory Outlet Centers, ",SKT,NYSE,2023-02-14 18:00:00,0.84,0.046306506
Skyward Specialty Insurance Gro,SKWD,NasdaqGS,,0.0,0.0
